,year,quarter,state,num_added_replaced,max_inventory,count_on_1stday,num_loss,pct_loss,pct_disease,pct_other,pct_pesticides,pct_pests_nomites,pct_unknown,pct_varroa,num_renovated,pct_renovated,state_code,region,mean_varroa,varroa_total_samples,mean_spores,spores_total_samples,abpv_prevalence,abpv_total_samples,cbpv_prevalence,cbpv_total_samples,dwv_prevalence,dwv_total_samples,iapv_prevalence,iapv_total_samples,kbv_prevalence,kbv_total_samples,lsv2_prevalence,lsv2_total_samples,unique_counties_sampled,state_id,state_name,M1_avg_prcp,M2_avg_prcp,M3_avg_prcp,M1_max_prcp,M2_max_prcp,M3_max_prcp,Q_prcp_avg,Consecutive_Rain_Days,M1_avg_tmax,M2_avg_tmax,M3_avg_tmax,M1_max_tmax,M2_max_tmax,M3_max_tmax,Q_tmax_avg,Num_Heat_Stress_Days,M1_avg_tmin,M2_avg_tmin,M3_avg_tmin,M1_min_tmin,M2_min_tmin,M3_min_tmin,Q_tmin_avg,Num_Frost_Days,M1_avg_tvol,M2_avg_tvol,M3_avg_tvol,M1_max_tvol,M2_max_tvol,M3_max_tvol,Q_tvol_avg,Num_high_vol_days,5yr_median_loss,pct_loss_above_next_median
0,2015,Q1,CALIFORNIA,"250,000","1,690,000",1440000,"255,000",15.0,3.0,6.5,7.5,7.2,2.8,24.7,"124,000",7.0,CA,West,0.8406250000000001,16,2.496875,16,0.375,16,0.1875,16,0.875,16,0.25,16,0.1875,16,0.8125,16,5,4,California,0.0531065040913354,0.1964542540221222,0.0476460879889127,0.0288583241920513,0.2907961817573573,0.0336340009172909,0.1368987917398208,0.1666666666666666,0.5233492542873488,0.6202291208728878,0.6730023191924085,0.3535479598594061,0.572508266414738,0.6426547000472368,0.5796703238015066,0.0,0.5584538525853193,0.6038474523235092,0.5998248720472364,0.5410811704413953,0.6203559702782098,0.6181427034779492,0.5639487400827979,0.075268817204301,0.4562254562254562,0.6536483650847279,0.7657521604161424,0.4839948783610754,0.5386444708680143,0.5886610373944511,0.5076805215304037,0.0142857142857142,17.01767848178766,1
1,2015,Q1,CALIFORNIA,"250,000","1,690,000",1440000,"255,000",15.0,3.0,6.5,7.5,7.2,2.8,24.7,"124,000",7.0,CA,West,0.0,1,1.15,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,1.0,1,1,4,California,0.0531065040913354,0.1964542540221222,0.0476460879889127,0.0288583241920513,0.2907961817573573,0.0336340009172909,0.1368987917398208,0.1666666666666666,0.5233492542873488,0.6202291208728878,0.6730023191924085,0.3535479598594061,0.572508266414738,0.6426547000472368,0.5796703238015066,0.0,0.5584538525853193,0.6038474523235092,0.5998248720472364,0.5410811704413953,0.6203559702782098,0.6181427034779492,0.5639487400827979,0.075268817204301,0.4562254562254562,0.6536483650847279,0.7657521604161424,0.4839948783610754,0.5386444708680143,0.5886610373944511,0.5076805215304037,0.0142857142857142,17.01767848178766,1
2,2015,Q1,FLORIDA,"54,000","315,000",305000,"42,000",13.0,0.8,5.1,8.9,13.5,4.4,22.3,"25,000",8.0,FL,Southeast,0.372,5,0.12,5,0.2,5,0.2,5,0.8,5,0.0,5,0.0,5,0.6,5,4,8,Florida,0.2331899479284582,0.2219692005668401,0.1227357433756946,0.1874103451185554,0.2588584030461063,0.0924170616113744,0.2613378221049126,0.0,0.6352061519630667,0.6492479421704744,0.7942424323498474,0.4815597779022975,0.6629664619744924,0.7241379310344829,0.6762396297996573,0.0,0.6796802122705067,0.6488309448594194,0.8027499276763437,0.6574640436435775,0.5930533955417314,0.7368232341340983,0.6936549716439533,0.043010752688172,0.4409164409164409,0.6212126435592821,0.6156724557429314,0.2880921895006402,0.3941736028537455,0.4047044632086851,0.4025582544409184,0.0,15.28028208268514,
3,2015,Q1,HAWAII,"3,400","10,500",10500,380,4.0,1.6,2.0,0.0,37.7,0.0,38.8,760,7.0,HI,West,0.5599999999999999,3,0.0833333333333333,3,0.0,3,0.0,3,0.3333333333333333,3,0.0,3,0.0,3,0.0,3,2,49,Hawaii,0.3027621447464365,0.203462532884414,0.3430435512379935,0.2130089638654316,0.1282214690671727,0.1286782993575234,0.3983785777445853,0.1666666666666666,0.7126754058758078,0.7477207244749211,0.727635650910851,0.4578994799734107,0.6474974665810755,0.613343689362979,0.7184353751645665,0.0,0.8094569911198772,0.8264244288152882,0.8200700086513089,0.8325159346815819,0.8439632496406598,0.839076381419067,0.8111887368945485,0.0,0.2910648659532322,0.4507716109900211,0.4194569977489676,0.3300223748367156,0.3981229828435537,0.3391106330354614,0.1428337297927623,0.0,,
4,2015,Q1,HAWAII,"3,400","10,500",10500,380,4.0,1.6,2.0,0.0,37.7,0.0,38.8,760,7.0,HI,West,1.24,3,1.2666666666666666,3,0.3333333333333333,3,0.3333333333333333,3,0.6666666666666666,3,0.3333333333333333,3,0.0,3,0.0,3,1,49,Hawaii,0.3027621447464365,0.203462532884414,0.3430435512379935,0.2130089638654316,0.1282214690671727,0.1286782993575234,0.3983785777445853,0.1666666666666666,0.7126754058758078,0.7477207244749211,0.727635650910851,0.4578994799734107,0.6474974665810755,0.613343689362979,0.7184353751645665,0.0,0.8094569911198772,0.8264244288152882,0.8200700086513089,0.8325159346815819,0.8439632496406598,0.839076381419067,0.8111887368945485,0.0,0.2910648659532322,0.4507716109900211,0.4194569977489676,0.3300223748367156,0.3981229828435537,0.3391106330354614,0.1428337297927623,0.0,,
5,2015,Q1,TEXAS,"82,000","250,000",191000,"26,000",10.0,5.0,2.3,11.1,12.2,6.2,21.5,"51,000",20.0,TX,South,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.5,2,1.0,2,1,41,Texas,0.2197030951841909,0.0752988868304839,0.2126695447164691,0.1217618766348831,0.0626846571993707,0.1177190032105182,0.2340985956264921,0.0,0.4688876175777975,0.5717269101186835,0.6393831821234903,0.44501044266721,0.6497401983939538,0.7019367028814361,0.5289390602476067,0.0,0.5040042564658895,0.5427016970898145,0.6172058172262928,0.5311621755662093,0.5441506825643684,0.5340623879526712,0.5276377643384496,0.3333333333333333,0.4497784497784497,0.6738828404569996,0.6480241631009314,0.1645326504481433,0.2419738406658739,0.3480096501809408,0.4510952190697592,0.1428571428571428,16.263803005001723,1
6,2015,Q1,TEXAS,"82,000","250,000",191000,"26,000",10.0,5.0,2.3,11.1,12.2,6.2,21.5,"51,000",20.0,TX,South,2.74,2,0.55,2,0.0,2,0.0,2,1.0,2,0.0,2,0.0,2,0.5,2,2,41,Texas,0.2197030951841909,0.0752988868304839,0.2126695447164691,0.1217618766348831,0.0626846571993707,0.1177190032105182,0.2340985956264921,0.0,0.4688876175777975,0.5717269101186835,0.6393831821234903,0.44501044266721,0.6497401983939538,0.7019367028814361,0.5289390602476067,0.0,0.5040042564658895,0.5427016970898145,0.6172058172262928,0.5311621755662093,0.5441506825643684,0.5340623879526712,0.5276377643384496,0.3333333333333333,0.4497784497784497,0.6738828404569996,0.6480241631009314,0.1645326504481433,0.2419738406658739,0.3480096501809408,0.4510952190697592,0.1428571428571428,16.263803005001723,1
7,2015,Q1,TEXAS,"82,000","250,000",191000,"26,000",10.0,5.0,2.3,11.1,12.2,6.2,21.5,"51,000",20.0,TX,South,1.35,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1,41,Texas,0.2197030951841909,0.0752988868304839,0.2126695447164691,0.1217618766348831,0.0626846571993707,0.1177190032105182,0.2340985956264921,0.0,0.4688876175777975,0.5717269101186835,0.6393831821234903,0.44501044266721,0.6497401983939538,0.7019367028814361,0.5289390602476067,0.0,0.5040042564658895,0.5427016970898145,0.6172058172262928,0.5311621755662093,0.5441506825643684,0.5340623879526712,0.5276377643384496,0.3333333333333333,0.4497784497784497,0.6738828404569996,0.6480241631009314,0.1645326504481433,0.2419738406658739,0.3480096501809408,0.4510952190697592,0.1428571428571428,16.263803005001723,1
8,2015,Q1,UTAH,"2,500","24,000",6000,"3,300",14.0,0.1,3.0,4.4,0.9,0.5,13.6,290,1.0,UT,Southwest,0.5,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1.0,1,1,42,Utah,0.0754228791358064,0.0433104028927855,0.0519183056049398,0.0745084802970213,0.0658243032421717,0.0626051062528665,0.0749832280398213,0.0,0.3238694570466852,0.4711923500138308,0.5292813883049055,0.2105598288421374,0.418516769012754,0.543457723193198,0.3971496488577599,0.0,0.3726895198347164,0.439244080175991,0.4362997278458874,0.3463382377252438,0.4541213063763608,0.4410182861240588,0.3808369700227669,0.7526881720430109,0.3910623910623911,0.6594729015695279,0.7770114942528736,0.2144686299615877,0.4863258026159334,0.468033775633293,0.4884285316031924,0.0714285714285714,17.99814908019005,1
9,2015,Q2,ALABAMA,"1,900","7,500",7500,860,12.0,0.0,3.2,2.3,42.5,4.1,16.7,680,9.0,AL,Southeast,1.8833333333333335,3,0.2666666666666666,3,0.0,3,0.3333333333333333,3,0.6666666666666666,3,0.0,3,0.0,3,1.0,3,3,1,Alabama,0.605916534601162,0.2682310961460189,0.2074624275016051,0.1562737321745,0.2649211678184116,0.0999082709065892,0.4748912768681843,0.3333333333333333,0.720060402059524,0.8167766008225208,0.9074430539929208,0.5091946411288268,0.800661313179027,0.8384506376948513,0.8115510572664351,0.0138888888888888,0.7683614218622961,0.8169976785562509,0.9273893758293952,0.713010414944619,0.7392431311560395,0.9071351738974543,0.8276850112825032,0.021505376344086,0.4392735392735394,0.6554692150522066,0.6158038985373493,0.2471190781049936,0.4250891795481569,0.5971049457177321,0.4228714631389338,0.0,9.755690316998756,1
